From:	IO::"memilham@CRDEC-VAX4.ARPA" 16-JUN-1988 12:49
To:	HAL::DALTON
Subj:	Optical Constants: Biotite

Received: from CRDEC-VAX4.ARPA by ames-io.ARPA with INTERNET ;
          Thu, 16 Jun 88 12:47:45 PDT
Date:     Thu, 16 Jun 88 15:40:08 EDT
From:     "Merrill E. Milham" <memilham@CRDEC-VAX4.ARPA>
To:       dalton%hal@AMES-IO.ARPA
Subject:  Optical Constants: Biotite
Message-ID:  <8806161540.aa19677@CRDEC-VAX4.CRDEC-VAX4.ARPA>
 
BIOTITE  E // A-axis    M.R.QUERRY
       wl      wn      n-Dn   k-Dk     n       k      n+Dn     k+dk
      (um)    (cm-1)
     2.5000  4000.0  1.5492  0.0197  1.5878  0.0214  1.7716  0.0302 BIOTITE A
     2.5000  4000.0  1.5492  0.0197  1.5878  0.0214  1.7716  0.0302 BIOTITE A
     2.5157  3975.0  1.5497  0.0202  1.5883  0.0219  1.7723  0.0309 BIOTITE A
     2.5316  3950.0  1.5497  0.0186  1.5884  0.0202  1.7724  0.0285 BIOTITE A
     2.5478  3925.0  1.5487  0.0172  1.5873  0.0187  1.7709  0.0263 BIOTITE A
     2.5641  3900.0  1.5478  0.0153  1.5863  0.0166  1.7695  0.0233 BIOTITE A
     2.5806  3875.0  1.5467  0.0141  1.5850  0.0154  1.7678  0.0216 BIOTITE A
     2.5974  3850.0  1.5452  0.0141  1.5834  0.0153  1.7655  0.0216 BIOTITE A
     2.6144  3825.0  1.5438  0.0144  1.5819  0.0156  1.7634  0.0220 BIOTITE A
     2.6316  3800.0  1.5467  0.0164  1.5851  0.0178  1.7678  0.0250 BIOTITE A
     2.6490  3775.0  1.5453  0.0123  1.5836  0.0134  1.7657  0.0188 BIOTITE A
     2.6667  3750.0  1.5423  0.0119  1.5803  0.0129  1.7612  0.0181 BIOTITE A
     2.6846  3725.0  1.5419  0.0176  1.5798  0.0191  1.7605  0.0269 BIOTITE A
     2.7027  3700.0  1.5408  0.0148  1.5786  0.0161  1.7588  0.0226 BIOTITE A
     2.7211  3675.0  1.5411  0.0181  1.5790  0.0196  1.7593  0.0276 BIOTITE A
     2.7397  3650.0  1.5422  0.0173  1.5802  0.0187  1.7610  0.0263 BIOTITE A
     2.7586  3625.0  1.5404  0.0174  1.5782  0.0189  1.7582  0.0265 BIOTITE A
     2.7778  3600.0  1.5420  0.0229  1.5799  0.0249  1.7606  0.0349 BIOTITE A
     2.7972  3575.0  1.5513  0.0195  1.5900  0.0211  1.7748  0.0298 BIOTITE A
     2.8169  3550.0  1.5491  0.0167  1.5877  0.0181  1.7715  0.0255 BIOTITE A
     2.8369  3525.0  1.5478  0.0140  1.5863  0.0152  1.7696  0.0214 BIOTITE A
     2.8571  3500.0  1.5469  0.0146  1.5853  0.0158  1.7681  0.0222 BIOTITE A
     2.8777  3475.0  1.5470  0.0101  1.5854  0.0110  1.7684  0.0154 BIOTITE A
     2.8986  3450.0  1.5442  0.0125  1.5823  0.0135  1.7640  0.0190 BIOTITE A
     2.9197  3425.0  1.5463  0.0108  1.5846  0.0118  1.7672  0.0166 BIOTITE A
     2.9412  3400.0  1.5445  0.0106  1.5827  0.0115  1.7645  0.0161 BIOTITE A
     2.9630  3375.0  1.5449  0.0113  1.5831  0.0123  1.7651  0.0173 BIOTITE A
     2.9851  3350.0  1.5414  0.0135  1.5793  0.0147  1.7598  0.0206 BIOTITE A
     3.0075  3325.0  1.5428  0.0125  1.5809  0.0135  1.7619  0.0190 BIOTITE A
     3.0303  3300.0  1.5459  0.0101  1.5842  0.0110  1.7667  0.0154 BIOTITE A
     3.0534  3275.0  1.5435  0.0107  1.5816  0.0117  1.7630  0.0164 BIOTITE A
     3.0769  3250.0  1.5423  0.0095  1.5802  0.0103  1.7611  0.0145 BIOTITE A
     3.1008  3225.0  1.5413  0.0105  1.5792  0.0115  1.7596  0.0161 BIOTITE A
     3.1250  3200.0  1.5389  0.0105  1.5766  0.0114  1.7560  0.0160 BIOTITE A
     3.1496  3175.0  1.5377  0.0085  1.5753  0.0093  1.7541  0.0130 BIOTITE A
     3.1746  3150.0  1.5399  0.0082  1.5777  0.0089  1.7575  0.0126 BIOTITE A
     3.2000  3125.0  1.5400  0.0108  1.5778  0.0118  1.7577  0.0165 BIOTITE A
     3.2258  3100.0  1.5370  0.0093  1.5745  0.0101  1.7530  0.0142 BIOTITE A
     3.2520  3075.0  1.5369  0.0107  1.5744  0.0117  1.7529  0.0163 BIOTITE A
     3.2787  3050.0  1.5370  0.0077  1.5746  0.0083  1.7531  0.0117 BIOTITE A
     3.3058  3025.0  1.5348  0.0094  1.5721  0.0102  1.7497  0.0143 BIOTITE A
     3.3333  3000.0  1.5342  0.0105  1.5715  0.0114  1.7489  0.0160 BIOTITE A
     3.3613  2975.0  1.5347  0.0109  1.5720  0.0118  1.7495  0.0165 BIOTITE A
     3.3898  2950.0  1.5347  0.0117  1.5720  0.0127  1.7495  0.0178 BIOTITE A
     3.4188  2925.0  1.5402  0.0121  1.5781  0.0132  1.7580  0.0185 BIOTITE A
     3.4483  2900.0  1.5333  0.0070  1.5705  0.0076  1.7475  0.0106 BIOTITE A
     3.4783  2875.0  1.5331  0.0096  1.5703  0.0105  1.7471  0.0146 BIOTITE A
     3.5088  2850.0  1.5350  0.0081  1.5724  0.0088  1.7500  0.0124 BIOTITE A
     3.5398  2825.0  1.5335  0.0079  1.5707  0.0086  1.7478  0.0121 BIOTITE A
     3.5714  2800.0  1.5322  0.0078  1.5694  0.0084  1.7458  0.0118 BIOTITE A
     3.6036  2775.0  1.5307  0.0070  1.5677  0.0076  1.7434  0.0106 BIOTITE A
     3.6364  2750.0  1.5288  0.0110  1.5657  0.0120  1.7407  0.0167 BIOTITE A
     3.6697  2725.0  1.5283  0.0081  1.5651  0.0088  1.7399  0.0123 BIOTITE A
     3.7037  2700.0  1.5288  0.0075  1.5657  0.0081  1.7407  0.0113 BIOTITE A
     3.7383  2675.0  1.5261  0.0090  1.5627  0.0098  1.7364  0.0137 BIOTITE A
     3.7736  2650.0  1.5264  0.0092  1.5630  0.0100  1.7370  0.0140 BIOTITE A
     3.8095  2625.0  1.5261  0.0095  1.5626  0.0103  1.7364  0.0145 BIOTITE A
     3.8462  2600.0  1.5254  0.0080  1.5619  0.0086  1.7354  0.0121 BIOTITE A
     3.8835  2575.0  1.5232  0.0083  1.5596  0.0090  1.7321  0.0125 BIOTITE A
     3.9216  2550.0  1.5217  0.0080  1.5580  0.0087  1.7299  0.0121 BIOTITE A
     3.9604  2525.0  1.5204  0.0095  1.5565  0.0103  1.7278  0.0143 BIOTITE A
     4.0000  2500.0  1.5193  0.0086  1.5553  0.0093  1.7262  0.0130 BIOTITE A
     4.0404  2475.0  1.5192  0.0094  1.5552  0.0103  1.7260  0.0143 BIOTITE A
     4.0816  2450.0  1.5184  0.0087  1.5544  0.0094  1.7249  0.0131 BIOTITE A
     4.1237  2425.0  1.5177  0.0095  1.5536  0.0103  1.7238  0.0143 BIOTITE A
     4.1667  2400.0  1.5137  0.0081  1.5492  0.0088  1.7177  0.0123 BIOTITE A
     4.2105  2375.0  1.5137  0.0079  1.5493  0.0086  1.7178  0.0120 BIOTITE A
     4.2553  2350.0  1.5119  0.0104  1.5473  0.0113  1.7150  0.0158 BIOTITE A
     4.3011  2325.0  1.5124  0.0092  1.5479  0.0100  1.7158  0.0139 BIOTITE A
     4.3478  2300.0  1.5100  0.0084  1.5452  0.0091  1.7121  0.0127 BIOTITE A
     4.3956  2275.0  1.5073  0.0087  1.5423  0.0094  1.7080  0.0131 BIOTITE A
     4.4444  2250.0  1.5076  0.0099  1.5427  0.0107  1.7085  0.0149 BIOTITE A
     4.4944  2225.0  1.5045  0.0092  1.5392  0.0100  1.7038  0.0139 BIOTITE A
     4.5455  2200.0  1.5023  0.0104  1.5369  0.0112  1.7005  0.0156 BIOTITE A
     4.5977  2175.0  1.5022  0.0110  1.5368  0.0119  1.7004  0.0166 BIOTITE A
     4.6512  2150.0  1.5004  0.0109  1.5348  0.0119  1.6977  0.0165 BIOTITE A
     4.7059  2125.0  1.4984  0.0101  1.5327  0.0110  1.6946  0.0152 BIOTITE A
     4.7619  2100.0  1.4965  0.0117  1.5306  0.0127  1.6918  0.0176 BIOTITE A
     4.8193  2075.0  1.4938  0.0100  1.5276  0.0108  1.6877  0.0150 BIOTITE A
     4.8780  2050.0  1.4919  0.0127  1.5257  0.0138  1.6849  0.0191 BIOTITE A
     4.9383  2025.0  1.4895  0.0123  1.5230  0.0133  1.6812  0.0185 BIOTITE A
     5.0000  2000.0  1.4886  0.0145  1.5221  0.0157  1.6799  0.0218 BIOTITE A
     5.0251  1990.0  1.4887  0.0133  1.5222  0.0144  1.6801  0.0200 BIOTITE A
     5.0505  1980.0  1.4868  0.0120  1.5201  0.0130  1.6773  0.0180 BIOTITE A
     5.0761  1970.0  1.4857  0.0135  1.5189  0.0146  1.6755  0.0202 BIOTITE A
     5.1020  1960.0  1.4851  0.0125  1.5183  0.0135  1.6747  0.0187 BIOTITE A
     5.1282  1950.0  1.4832  0.0136  1.5162  0.0148  1.6718  0.0204 BIOTITE A
     5.1546  1940.0  1.4835  0.0135  1.5166  0.0146  1.6723  0.0202 BIOTITE A
     5.1813  1930.0  1.4819  0.0125  1.5148  0.0135  1.6699  0.0187 BIOTITE A
     5.2083  1920.0  1.4813  0.0129  1.5141  0.0140  1.6689  0.0193 BIOTITE A
     5.2356  1910.0  1.4802  0.0123  1.5130  0.0133  1.6674  0.0184 BIOTITE A
     5.2632  1900.0  1.4782  0.0114  1.5108  0.0123  1.6644  0.0170 BIOTITE A
     5.2910  1890.0  1.4752  0.0123  1.5075  0.0133  1.6598  0.0183 BIOTITE A
     5.3191  1880.0  1.4752  0.0135  1.5076  0.0147  1.6599  0.0202 BIOTITE A
     5.3476  1870.0  1.4735  0.0126  1.5057  0.0137  1.6574  0.0189 BIOTITE A
     5.3763  1860.0  1.4721  0.0139  1.5041  0.0151  1.6552  0.0208 BIOTITE A
     5.4054  1850.0  1.4709  0.0131  1.5029  0.0142  1.6535  0.0195 BIOTITE A
     5.4348  1840.0  1.4689  0.0133  1.5007  0.0144  1.6504  0.0198 BIOTITE A
     5.4645  1830.0  1.4662  0.0139  1.4979  0.0151  1.6465  0.0207 BIOTITE A
     5.4945  1820.0  1.4655  0.0164  1.4971  0.0178  1.6454  0.0245 BIOTITE A
     5.5249  1810.0  1.4653  0.0158  1.4968  0.0171  1.6450  0.0235 BIOTITE A
     5.5556  1800.0  1.4640  0.0161  1.4954  0.0175  1.6431  0.0240 BIOTITE A
     5.5866  1790.0  1.4630  0.0151  1.4944  0.0164  1.6417  0.0225 BIOTITE A
     5.6180  1780.0  1.4596  0.0146  1.4906  0.0158  1.6366  0.0217 BIOTITE A
     5.6497  1770.0  1.4556  0.0175  1.4863  0.0189  1.6306  0.0260 BIOTITE A
     5.6818  1760.0  1.4561  0.0207  1.4869  0.0224  1.6314  0.0308 BIOTITE A
     5.7143  1750.0  1.4568  0.0202  1.4877  0.0218  1.6325  0.0300 BIOTITE A
     5.7471  1740.0  1.4555  0.0205  1.4862  0.0221  1.6304  0.0303 BIOTITE A
     5.7803  1730.0  1.4556  0.0204  1.4863  0.0220  1.6306  0.0302 BIOTITE A
     5.8140  1720.0  1.4537  0.0190  1.4842  0.0206  1.6278  0.0282 BIOTITE A
     5.8480  1710.0  1.4515  0.0194  1.4819  0.0210  1.6245  0.0288 BIOTITE A
     5.8824  1700.0  1.4488  0.0186  1.4790  0.0200  1.6206  0.0275 BIOTITE A
     5.9172  1690.0  1.4460  0.0215  1.4759  0.0232  1.6163  0.0318 BIOTITE A
     5.9524  1680.0  1.4473  0.0222  1.4774  0.0239  1.6183  0.0328 BIOTITE A
     5.9880  1670.0  1.4454  0.0204  1.4753  0.0220  1.6155  0.0302 BIOTITE A
     6.0241  1660.0  1.4419  0.0209  1.4716  0.0226  1.6104  0.0309 BIOTITE A
     6.0606  1650.0  1.4410  0.0229  1.4705  0.0247  1.6089  0.0338 BIOTITE A
     6.0976  1640.0  1.4403  0.0217  1.4698  0.0234  1.6079  0.0320 BIOTITE A
     6.1350  1630.0  1.4373  0.0231  1.4666  0.0250  1.6036  0.0341 BIOTITE A
     6.1728  1620.0  1.4373  0.0218  1.4666  0.0236  1.6036  0.0322 BIOTITE A
     6.2112  1610.0  1.4331  0.0212  1.4621  0.0229  1.5974  0.0312 BIOTITE A
     6.2500  1600.0  1.4317  0.0225  1.4605  0.0243  1.5953  0.0331 BIOTITE A
     6.2893  1590.0  1.4300  0.0227  1.4587  0.0245  1.5928  0.0334 BIOTITE A
     6.3291  1580.0  1.4291  0.0213  1.4577  0.0230  1.5915  0.0313 BIOTITE A
     6.3694  1570.0  1.4261  0.0198  1.4544  0.0214  1.5870  0.0291 BIOTITE A
     6.4103  1560.0  1.4216  0.0192  1.4496  0.0208  1.5805  0.0282 BIOTITE A
     6.4516  1550.0  1.4175  0.0204  1.4452  0.0220  1.5744  0.0299 BIOTITE A
     6.4935  1540.0  1.4144  0.0199  1.4418  0.0214  1.5699  0.0291 BIOTITE A
     6.5359  1530.0  1.4108  0.0201  1.4380  0.0217  1.5646  0.0294 BIOTITE A
     6.5789  1520.0  1.4065  0.0213  1.4333  0.0230  1.5583  0.0311 BIOTITE A
     6.6225  1510.0  1.4038  0.0231  1.4304  0.0249  1.5544  0.0338 BIOTITE A
     6.6667  1500.0  1.4007  0.0232  1.4270  0.0250  1.5498  0.0338 BIOTITE A
     6.6845  1496.0  1.3999  0.0232  1.4262  0.0250  1.5487  0.0339 BIOTITE A
     6.7024  1492.0  1.3980  0.0229  1.4241  0.0247  1.5458  0.0334 BIOTITE A
     6.7204  1488.0  1.3963  0.0231  1.4223  0.0249  1.5434  0.0336 BIOTITE A
     6.7385  1484.0  1.3944  0.0233  1.4203  0.0251  1.5406  0.0339 BIOTITE A
     6.7568  1480.0  1.3923  0.0245  1.4180  0.0264  1.5376  0.0356 BIOTITE A
     6.7751  1476.0  1.3914  0.0256  1.4170  0.0276  1.5362  0.0373 BIOTITE A
     6.7935  1472.0  1.3914  0.0256  1.4171  0.0276  1.5363  0.0372 BIOTITE A
     6.8120  1468.0  1.3903  0.0246  1.4158  0.0265  1.5346  0.0357 BIOTITE A
     6.8306  1464.0  1.3879  0.0244  1.4133  0.0263  1.5312  0.0355 BIOTITE A
     6.8493  1460.0  1.3863  0.0244  1.4116  0.0262  1.5289  0.0354 BIOTITE A
